gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,CA,22,35000,4,1,4,5,3,4,6,3,6,3,4,4,2,2,5,2,6,4,4,5,6,7,2,6,5,3,5,1,5,5,4,4,5,3,3,4,4,5,3,3,Seraph Guardians,39,1,3,5,2,4,6
female,IL,18,14000,4,5,4,3,5,6,5,4,6,2,4,5,6,4,5,4,4,3,4,4,5,5,5,7,4,4,4,4,4,4,3,3,4,4,4,5,3,4,3,3,Evercrest,29,3,2,4,1,6,5
female,TX,35,87000,4,4,6,2,7,4,4,5,5,5,6,6,7,7,4,2,5,3,4,4,2,4,6,3,4,2,4,6,2,3,1,1,3,6,6,4,4,6,3,4,Seraph Guardians,79,5,1,3,6,4,2
female,WA,38,99000,3,5,4,3,7,6,3,6,1,5,5,6,6,5,4,5,6,2,2,6,2,6,6,1,6,3,7,7,3,5,2,3,2,6,6,2,4,6,5,6,Evercrest,75,6,1,3,5,4,2
female,GA,19,12000,6,3,2,6,4,3,7,6,5,2,3,4,3,3,3,3,4,4,4,4,4,7,3,6,5,3,5,3,3,3,6,5,3,2,1,5,3,5,1,2,Seraph Guardians,30,2,1,5,3,4,6
female,PA,29,35000,1,5,2,1,7,4,2,5,3,4,3,1,3,1,1,4,5,5,1,5,2,3,2,2,2,3,3,2,3,4,6,5,5,1,2,1,2,3,3,1,Warrior Guild,28,5,1,6,3,4,2
female,RI,23,26000,1,7,4,3,3,4,2,4,5,7,1,3,2,4,1,7,3,5,6,3,5,1,1,5,3,6,2,3,4,4,5,4,4,1,3,3,4,3,5,1,Seraph Guardians,34,1,3,6,2,5,4
female,NC,24,40000,4,6,6,5,6,6,3,5,5,4,6,7,5,3,4,3,6,3,1,3,4,6,4,5,6,5,6,5,3,7,3,4,2,4,3,5,5,4,4,3,Evercrest,53,4,1,3,6,5,2
male,PA,26,66000,7,4,3,7,6,6,6,4,3,3,1,5,5,5,6,5,5,5,4,3,3,7,5,3,7,5,7,5,5,4,3,3,4,6,7,7,5,1,4,7,Seraph Guardians,66,4,1,2,5,6,3
male,OK,41,109000,6,7,2,4,4,4,4,5,2,4,4,4,4,4,5,5,3,2,1,1,2,3,4,2,3,2,3,4,1,4,3,2,1,3,4,6,2,4,2,4,Seraph Guardians,91,5,1,4,6,2,3
female,MT,45,48000,6,5,4,3,4,5,7,5,3,4,3,4,3,4,5,6,4,3,3,3,2,5,4,2,5,4,4,2,3,5,1,3,3,4,5,4,4,5,4,5,Warrior Guild,51,5,1,3,6,4,2
female,VA,20,27000,3,1,3,3,3,2,2,4,6,1,6,2,4,5,3,3,6,7,4,6,7,3,5,6,2,4,3,5,4,4,7,6,6,5,5,1,3,5,1,3,Seraph Guardians,28,2,3,5,1,6,4
female,FL,19,14000,3,4,3,3,2,1,3,4,5,3,3,5,5,4,1,4,7,5,7,6,6,3,5,6,3,7,2,6,4,5,5,6,4,1,1,2,4,1,3,4,Warrior Guild,39,1,4,3,2,5,6
male,IN,23,49000,2,3,4,1,7,7,2,6,2,4,7,4,7,4,7,6,4,3,5,4,3,1,5,2,1,3,3,7,4,5,3,4,3,7,7,4,6,7,4,6,Seraph Guardians,50,5,2,3,6,4,1
male,CA,21,32000,3,3,1,4,7,6,3,7,4,3,2,4,5,4,5,3,7,4,4,6,4,4,6,2,5,2,2,2,5,7,3,4,6,4,4,4,3,2,1,3,Evercrest,32,4,2,3,1,6,5
male,TX,24,27000,4,7,3,5,5,4,5,4,6,7,3,6,5,3,2,4,4,5,4,6,4,7,3,6,5,5,7,4,5,2,6,5,6,3,2,6,2,2,1,4,Seraph Guardians,30,3,1,4,2,5,6
male,MO,18,14000,7,3,2,7,1,2,5,1,4,2,1,2,4,4,4,2,7,3,4,6,5,5,3,5,4,1,3,3,2,6,2,3,1,3,3,7,3,1,2,1,Warrior Guild,33,1,4,5,2,3,6
female,CA,51,122000,3,7,3,2,7,5,3,7,2,7,3,7,7,6,4,7,2,1,1,2,2,2,7,1,3,1,3,6,1,1,2,3,3,2,3,2,3,3,2,3,Warrior Guild,72,6,2,3,5,4,1
female,NC,31,61000,4,2,1,5,7,6,4,6,2,3,1,4,4,2,1,4,3,5,4,4,3,6,4,2,6,4,5,3,4,4,6,6,6,2,2,4,4,1,1,4,Warrior Guild,50,4,1,3,2,5,6
male,FL,24,70000,5,6,2,4,4,2,6,4,5,7,1,1,1,3,5,5,4,4,4,5,5,1,4,5,2,4,3,2,4,7,5,2,3,3,3,4,1,2,4,2,Seraph Guardians,53,1,2,6,5,3,4
male,CA,21,42000,1,5,3,1,4,5,1,4,6,4,3,4,4,5,3,4,5,6,7,7,6,2,3,5,1,7,1,4,7,5,6,7,5,2,4,1,2,2,2,3,Warrior Guild,29,2,5,3,1,6,4
female,AL,24,46000,5,2,1,2,4,4,3,4,3,4,3,4,4,1,3,3,5,2,4,6,4,4,4,2,3,4,3,3,5,7,4,4,2,4,5,3,1,5,1,3,Warrior Guild,42,3,2,6,1,4,5
female,IL,22,21000,2,1,3,1,5,6,2,5,5,1,3,4,4,3,2,2,4,4,5,6,7,3,2,7,3,3,2,5,2,6,5,5,4,3,2,2,5,4,3,3,Evercrest,30,2,3,4,1,6,5
female,AL,24,28000,5,2,2,3,4,4,4,4,5,3,3,6,6,5,6,4,2,3,4,5,5,6,6,5,3,4,4,6,5,4,2,2,3,5,5,3,2,4,4,7,Evercrest,37,5,2,3,4,6,1
female,MI,35,66000,5,7,7,5,4,3,2,3,3,4,5,4,6,5,2,6,6,4,5,4,3,2,6,2,4,3,5,4,4,4,5,3,3,3,4,5,7,5,7,3,Warrior Guild,62,4,1,3,6,5,2
male,MS,18,13000,4,4,5,5,5,5,5,7,4,4,7,5,4,6,5,4,6,2,3,7,6,3,7,5,3,4,4,5,3,6,3,3,2,4,4,3,7,7,6,5,Warrior Guild,35,4,1,5,6,3,2
male,GA,35,91000,4,1,3,1,6,7,3,6,3,3,2,3,3,2,3,1,4,7,3,4,2,5,2,1,6,2,7,4,4,2,6,7,7,3,1,3,3,3,3,1,Seraph Guardians,67,5,2,3,1,6,4
female,LA,26,48000,5,7,3,6,4,4,4,5,3,6,1,3,3,6,4,6,4,1,3,1,4,2,6,2,2,5,1,5,2,3,3,1,3,1,3,4,2,4,1,3,Evercrest,43,2,1,5,6,4,3
female,MO,26,49000,6,1,3,2,5,5,3,6,5,1,3,4,5,4,1,1,6,5,3,4,4,2,4,5,5,1,5,5,3,4,6,3,6,1,1,4,5,2,2,1,Evercrest,38,1,3,4,2,5,6
male,PA,19,11000,7,3,5,6,3,4,6,4,4,3,6,4,5,4,5,1,6,1,4,4,5,6,3,6,6,5,6,2,5,6,3,1,3,4,5,7,6,4,6,4,Warrior Guild,36,1,3,4,2,5,6
male,CA,21,35000,6,5,3,5,3,2,5,2,5,5,3,2,2,2,5,4,3,5,4,6,7,3,2,5,3,5,7,1,4,3,5,5,6,3,5,4,3,3,2,5,Seraph Guardians,33,2,3,5,1,4,6
female,GA,33,83000,5,7,1,3,2,4,3,4,2,6,1,3,4,2,4,6,3,4,2,3,3,2,1,3,4,4,1,4,4,2,3,5,3,4,3,3,1,2,1,3,Seraph Guardians,60,2,1,5,3,6,4
female,PA,28,37000,5,3,6,3,6,7,7,6,6,2,3,5,4,6,6,5,6,2,3,5,4,7,4,6,7,4,7,7,5,7,1,2,3,4,6,5,6,4,6,5,Seraph Guardians,43,4,1,2,5,6,3
male,TX,34,87000,4,4,3,3,4,4,4,4,1,5,4,4,2,4,1,6,2,4,3,1,3,4,4,3,4,2,2,2,4,5,3,4,5,4,3,4,4,3,5,3,Evercrest,63,6,1,4,5,3,2
male,TX,26,40000,2,1,2,3,5,6,4,6,5,3,1,5,4,3,1,1,4,6,5,6,5,2,3,6,1,7,2,4,6,7,6,7,6,3,3,2,4,3,4,2,Evercrest,44,2,4,3,1,6,5
male,NE,22,37000,5,2,5,4,3,3,3,5,2,4,7,4,4,6,7,4,7,2,3,4,4,1,5,5,2,3,1,6,4,5,5,3,4,7,7,4,3,7,4,7,Warrior Guild,44,4,2,3,5,6,1
male,FL,36,37000,1,4,2,2,3,5,1,5,4,5,5,4,5,5,2,6,6,6,4,5,1,3,6,2,2,3,1,5,3,6,7,7,7,1,1,1,2,5,3,1,Warrior Guild,34,3,2,6,1,5,4
male,WI,29,40000,2,5,4,4,7,7,3,7,3,5,4,7,5,7,4,4,4,3,2,3,1,4,7,2,4,2,5,5,1,7,4,3,3,5,4,4,3,4,4,4,Seraph Guardians,68,6,1,3,5,4,2
female,CA,23,61000,3,5,5,5,5,5,2,5,6,4,7,7,7,7,3,3,4,1,4,4,2,5,6,4,2,4,4,6,5,4,1,1,2,4,5,2,3,7,3,3,Evercrest,53,5,1,3,6,4,2
male,AL,25,32000,3,4,4,4,5,6,1,6,2,5,3,4,5,6,2,7,3,4,1,2,2,5,4,3,5,1,5,4,1,2,4,3,3,2,2,5,6,3,5,3,Warrior Guild,30,6,1,3,5,4,2
male,MI,35,71000,5,5,5,3,5,4,4,6,4,5,7,3,5,5,3,5,2,3,3,4,3,3,2,4,5,4,1,6,3,4,1,3,1,2,4,3,4,7,4,3,Seraph Guardians,62,5,1,4,6,3,2
female,SC,20,23000,6,2,3,5,5,6,4,7,6,5,5,4,3,3,4,4,6,2,5,6,4,5,3,6,4,6,5,3,7,6,3,3,3,3,1,5,2,3,3,1,Warrior Guild,35,1,3,4,2,5,6
female,MN,26,72000,2,1,3,1,6,6,4,7,3,1,2,4,5,4,2,2,4,6,2,3,5,4,4,4,4,1,1,6,2,4,6,5,5,1,3,4,2,1,5,3,Warrior Guild,61,3,1,4,2,6,5
male,UT,30,66000,3,7,2,3,6,6,4,7,2,7,4,5,7,6,2,7,3,4,3,3,2,1,5,3,4,3,2,5,2,2,5,4,3,1,2,5,4,3,2,2,Seraph Guardians,51,5,1,4,6,3,2
female,NJ,19,28000,3,4,3,1,1,1,1,2,3,5,4,4,5,2,2,6,5,7,6,7,5,3,2,4,1,5,3,4,7,6,6,5,7,4,2,2,1,3,5,4,Evercrest,32,2,5,4,1,6,3
female,IL,21,42000,1,6,6,1,5,5,2,5,4,7,1,4,4,6,4,5,2,3,5,1,3,2,4,4,3,6,3,5,5,3,4,4,4,2,2,2,3,1,5,2,Seraph Guardians,40,4,2,3,5,6,1
male,SC,19,14000,4,3,3,3,5,5,4,5,4,2,2,4,5,3,3,3,4,6,5,5,5,4,3,3,4,2,3,4,5,4,5,5,5,3,2,4,1,1,3,4,Warrior Guild,25,2,4,3,1,6,5
male,IL,29,90000,7,3,4,7,7,7,5,7,7,1,4,5,7,5,6,5,5,1,4,5,5,5,7,3,2,6,3,6,6,4,1,3,3,4,2,6,3,3,5,6,Seraph Guardians,67,3,2,1,5,6,4
male,GA,29,68000,6,6,1,4,6,6,5,5,3,6,5,3,5,4,1,5,2,1,3,5,2,5,3,4,5,1,5,4,2,2,1,2,1,1,2,7,3,5,2,1,Seraph Guardians,57,5,1,4,6,2,3
female,PA,49,103000,5,5,2,5,4,4,4,3,2,5,4,3,2,2,3,5,5,2,2,5,1,5,4,1,5,2,4,2,3,5,3,1,1,3,3,5,2,3,2,2,Evercrest,74,4,2,6,3,1,5
female,ND,26,90000,5,2,2,3,5,7,5,5,3,1,3,4,3,1,3,3,4,7,3,3,2,3,2,2,4,2,3,3,3,4,7,7,7,3,1,4,3,1,3,1,Evercrest,63,4,1,3,2,6,5
male,NY,21,24000,5,3,3,4,7,7,4,5,5,2,3,4,6,6,3,2,4,4,6,4,2,4,5,7,3,7,4,5,6,3,5,4,4,4,2,4,4,5,5,5,Evercrest,34,4,3,2,1,6,5
male,FL,20,30000,4,5,2,5,4,5,6,3,5,7,3,5,5,4,5,6,3,5,3,3,6,5,6,6,4,2,4,4,6,4,4,2,3,3,3,6,4,2,3,2,Warrior Guild,40,4,1,6,3,5,2
male,CA,46,84000,4,6,5,4,7,7,5,6,2,6,7,2,4,6,5,7,1,4,1,1,1,6,4,2,3,1,5,4,1,2,2,2,3,4,3,4,4,6,1,3,Evercrest,62,5,1,4,6,3,2
female,FL,25,48000,4,4,4,2,4,7,3,5,3,2,7,6,5,3,7,3,5,5,1,6,3,5,6,1,3,3,5,5,3,4,1,4,3,6,6,4,3,7,5,7,Evercrest,45,6,2,3,5,4,1
male,OR,19,22000,6,2,6,4,4,6,6,7,5,3,1,7,5,4,7,2,5,3,6,4,7,6,5,5,5,6,4,6,5,3,1,3,1,5,7,4,5,2,5,5,Warrior Guild,33,2,3,1,4,6,5
female,WV,29,47000,2,3,2,4,3,2,2,3,6,5,1,3,3,3,4,4,5,5,4,4,6,1,3,6,1,6,1,2,6,4,5,6,5,3,3,3,1,2,2,3,Evercrest,35,1,4,3,2,5,6
female,GA,21,24000,4,5,2,5,2,1,4,1,4,5,4,1,1,1,3,3,6,2,3,4,3,2,1,4,1,4,1,1,4,5,5,6,6,7,5,4,1,3,1,4,Evercrest,26,1,4,6,2,3,5
male,LA,28,36000,5,7,3,4,6,4,3,6,4,5,5,4,5,4,1,7,3,3,3,4,4,4,3,3,3,4,2,2,2,3,5,3,3,3,5,5,4,2,4,4,Seraph Guardians,40,5,1,4,6,3,2
male,GA,22,44000,5,2,4,3,3,3,4,5,5,1,4,3,3,4,4,2,6,1,2,7,5,3,3,4,4,3,4,4,5,7,1,2,3,4,5,4,4,4,6,5,Seraph Guardians,41,1,3,5,2,4,6
female,GA,55,153000,2,6,4,6,7,7,3,7,2,7,5,4,6,5,3,7,4,3,3,3,1,3,5,1,2,3,4,5,4,3,1,3,3,3,2,5,3,5,2,3,Evercrest,93,5,1,3,6,4,2
female,OR,36,73000,3,4,4,4,3,4,2,6,2,4,2,4,5,5,5,6,2,3,4,3,2,1,6,3,1,3,3,4,4,3,4,4,4,2,3,3,5,1,4,4,Seraph Guardians,69,4,1,3,5,6,2
male,PA,23,47000,4,2,5,3,7,7,2,6,4,1,6,7,6,5,7,2,5,3,3,5,3,4,6,4,3,6,3,6,3,4,5,4,4,5,6,4,4,7,3,4,Warrior Guild,37,5,2,3,4,6,1
female,MA,20,18000,1,7,3,1,1,1,3,2,3,7,4,2,4,5,2,7,7,3,4,4,5,5,5,5,6,5,5,5,3,3,2,3,3,1,2,4,3,4,2,3,Warrior Guild,33,5,1,6,3,2,4
male,IL,27,83000,3,5,3,2,5,4,1,6,3,4,6,2,3,3,3,5,1,7,3,2,5,2,4,3,1,5,2,6,3,2,5,7,7,1,4,1,4,7,6,3,Evercrest,61,4,2,3,5,6,1
female,TX,24,47000,4,2,5,3,7,6,5,7,4,3,7,5,4,5,2,1,4,4,3,6,4,6,4,6,5,4,5,5,2,5,5,6,5,5,3,4,5,6,4,3,Evercrest,50,5,1,4,2,6,3
female,NJ,22,42000,4,3,3,3,3,4,4,5,5,5,7,3,4,3,4,3,3,3,4,3,6,4,2,4,4,3,3,4,4,3,5,4,6,4,5,3,2,5,2,5,Evercrest,33,4,1,6,3,5,2
female,AR,25,31000,7,7,3,7,4,5,6,3,4,6,3,1,2,1,4,7,1,4,4,2,3,4,3,6,5,4,2,1,4,2,3,3,2,4,3,4,1,3,2,6,Seraph Guardians,60,3,1,5,6,2,4
female,AL,59,58000,2,7,3,4,2,5,4,5,1,7,7,7,7,7,4,6,5,2,2,4,1,6,7,1,3,3,5,7,1,6,1,4,5,4,5,3,4,7,4,3,Warrior Guild,48,6,1,4,5,3,2
male,IL,25,70000,4,5,4,5,4,5,4,7,5,2,3,5,5,6,6,3,5,2,6,4,5,2,3,3,4,6,4,4,6,5,5,5,6,5,5,4,4,5,7,6,Seraph Guardians,56,4,2,1,5,6,3
male,NC,32,44000,4,7,3,2,6,6,4,6,3,6,3,7,6,7,3,5,4,2,3,2,1,5,5,3,4,3,3,6,4,2,3,2,4,3,2,2,1,5,2,2,Warrior Guild,31,6,1,3,5,4,2
female,GA,26,28000,3,4,3,2,5,5,5,6,2,4,4,4,5,2,6,5,3,6,3,5,4,2,4,3,3,3,3,3,5,4,7,7,7,6,6,4,4,6,2,4,Warrior Guild,35,5,2,4,3,6,1
male,MI,23,50000,5,4,2,7,4,1,7,3,2,4,2,2,2,2,3,3,3,3,4,2,2,4,2,4,3,3,4,2,4,1,4,1,2,4,2,7,1,4,3,2,Warrior Guild,50,3,1,4,5,2,6
female,MI,28,47000,5,4,5,5,7,6,3,7,5,4,6,7,6,7,5,4,3,1,2,4,3,3,6,6,3,3,4,6,2,2,3,1,3,6,7,4,5,4,4,5,Seraph Guardians,46,5,1,3,6,4,2
female,TX,32,43000,4,7,3,5,2,2,3,4,4,7,3,2,4,3,2,7,1,3,1,1,3,1,2,3,1,1,1,2,2,3,5,4,4,4,2,1,3,2,2,4,Evercrest,28,4,2,5,6,3,1
male,TX,19,9000,6,3,2,6,3,3,4,4,4,2,5,5,3,6,2,3,2,4,5,4,5,6,4,5,4,6,5,3,5,4,5,4,3,1,1,4,3,3,2,2,Evercrest,24,3,1,4,2,5,6
female,OH,23,39000,7,6,4,7,5,5,6,5,3,5,3,5,5,4,7,5,5,2,4,6,5,5,5,4,6,6,6,6,6,3,3,2,2,4,5,5,4,4,3,7,Evercrest,40,3,1,2,6,4,5
male,IN,25,43000,4,4,4,4,3,4,5,3,2,5,3,2,3,5,3,4,3,1,3,3,2,5,4,2,6,6,4,2,5,2,2,3,4,6,6,6,4,4,1,5,Warrior Guild,39,6,1,2,4,5,3
male,PA,28,60000,6,1,2,7,1,5,6,3,3,2,2,4,3,2,4,2,3,3,3,5,3,7,3,4,7,3,6,4,4,3,3,3,2,5,6,7,1,1,1,5,Warrior Guild,58,4,1,3,2,5,6
male,TX,21,30000,4,4,2,3,2,5,3,2,4,5,2,5,3,3,2,5,5,6,5,3,4,5,4,3,3,5,5,4,6,4,6,5,7,3,2,4,3,2,3,4,Evercrest,39,2,4,3,1,6,5
male,NM,28,56000,3,4,2,3,4,4,5,5,3,6,4,5,3,3,1,7,2,1,4,3,5,4,5,5,4,4,3,3,3,1,5,1,4,1,1,5,1,3,3,2,Evercrest,40,3,1,6,2,4,5
male,WV,18,8000,4,4,2,5,4,2,4,4,6,5,4,3,2,1,4,3,7,7,4,7,7,3,2,6,1,4,1,4,4,7,6,6,6,3,4,5,3,6,4,5,Warrior Guild,29,1,5,6,2,4,3
male,CA,22,28000,2,3,4,5,6,4,6,3,3,1,6,6,5,4,1,4,3,4,3,2,3,5,5,2,7,2,6,6,3,4,4,2,1,1,3,7,2,6,5,3,Warrior Guild,37,6,1,3,5,4,2
male,ME,19,10000,4,2,5,5,4,5,5,5,7,2,2,4,4,5,2,1,6,4,6,6,7,5,6,7,2,3,4,4,3,5,5,2,4,2,2,3,5,2,5,1,Warrior Guild,32,1,3,4,2,5,6
female,CA,29,48000,6,3,6,5,1,1,7,1,4,6,4,3,1,1,4,3,2,3,3,4,2,3,2,4,6,2,5,2,2,3,3,3,3,6,5,5,3,5,4,4,Evercrest,29,4,2,6,3,1,5
nonbinary,NY,18,7000,4,3,3,6,5,7,5,7,7,2,3,4,7,4,6,3,4,2,6,5,6,7,5,7,5,5,5,5,7,3,2,1,3,6,6,5,4,4,4,6,Seraph Guardians,27,4,2,1,3,6,5
male,SC,18,10000,1,5,7,2,4,5,1,7,7,3,3,4,5,2,3,4,6,4,6,4,5,3,4,7,2,6,2,4,5,4,4,4,5,3,5,2,4,2,6,5,Warrior Guild,27,1,5,3,2,6,4
female,TX,24,27000,7,1,1,7,4,4,5,2,4,2,3,4,6,4,3,3,5,4,6,5,3,5,4,7,6,5,7,4,7,4,3,4,3,5,4,4,1,1,3,2,Warrior Guild,33,2,4,3,1,5,6
male,CA,19,18000,3,4,5,3,7,7,4,6,4,4,4,3,4,2,1,3,3,7,3,3,4,6,4,3,7,1,5,4,3,2,3,6,5,1,1,3,6,3,6,4,Seraph Guardians,47,5,1,3,2,6,4
male,CA,22,53000,4,7,2,4,1,2,4,1,4,7,4,5,3,2,1,6,7,5,3,5,6,3,3,5,5,2,3,4,2,6,7,7,7,1,1,2,3,2,1,2,Evercrest,38,3,4,6,1,2,5
male,NC,19,20000,4,4,3,5,2,4,7,2,3,5,5,2,4,3,1,4,2,3,3,3,4,5,4,3,7,2,5,3,1,2,3,2,2,3,1,5,3,3,4,2,Seraph Guardians,36,3,1,5,2,4,6
male,CO,21,18000,5,1,3,4,2,2,4,1,4,2,2,2,3,4,2,1,5,2,7,4,6,4,3,6,6,7,4,4,5,4,2,2,2,2,1,6,5,2,4,1,Evercrest,25,1,4,3,2,5,6
male,WA,42,46000,1,6,5,2,4,4,3,5,1,6,1,6,4,4,3,7,5,4,4,1,2,3,6,3,5,5,4,4,5,5,2,3,5,4,4,1,4,2,3,3,Warrior Guild,45,5,3,2,4,6,1
male,VA,23,37000,2,3,3,3,2,1,3,4,7,2,4,3,4,4,4,3,6,3,4,6,4,4,4,5,4,5,5,3,6,3,4,6,5,4,4,3,3,2,3,5,Seraph Guardians,40,2,3,4,1,6,5
male,FL,30,78000,4,5,5,4,3,3,4,3,2,4,4,4,3,4,5,4,7,4,2,5,2,6,4,2,6,4,4,3,3,5,4,2,4,6,4,5,4,3,7,4,Seraph Guardians,66,5,1,3,6,4,2
male,FL,19,30000,3,4,3,3,5,6,4,3,3,4,5,4,5,6,1,5,5,6,3,5,4,4,3,5,5,2,4,4,1,4,7,7,7,3,1,3,3,7,4,1,Evercrest,29,4,1,6,2,5,3
male,OR,19,27000,2,4,2,1,2,3,1,4,5,5,7,5,3,3,4,4,7,4,5,7,5,1,5,6,1,6,1,4,5,7,4,5,6,6,4,1,4,2,4,5,Warrior Guild,27,2,5,4,1,6,3
female,NY,26,70000,1,1,1,2,7,7,4,6,4,1,1,3,5,4,1,2,3,5,4,4,3,3,2,4,1,3,1,5,4,3,5,6,3,1,3,1,5,2,2,1,Evercrest,44,3,4,2,1,6,5
female,IA,18,9000,3,3,3,2,1,1,4,3,7,3,6,1,3,2,3,3,3,5,4,4,7,3,2,7,4,4,4,1,3,5,6,7,6,2,3,4,1,6,1,5,Evercrest,27,2,3,6,1,4,5
male,CA,26,69000,5,5,4,4,5,7,5,5,5,4,3,7,7,5,6,5,4,3,1,3,3,4,7,4,4,3,4,6,1,6,5,7,6,7,4,4,5,5,4,5,Seraph Guardians,67,4,1,3,5,6,2
female,TX,29,69000,1,5,2,3,5,4,1,7,2,4,2,5,5,4,2,5,4,7,4,5,2,1,5,1,2,4,2,6,4,5,7,6,6,2,4,1,2,2,1,1,Evercrest,52,4,2,5,1,6,3
female,NJ,26,82000,2,5,4,2,3,5,2,4,1,5,2,2,4,2,1,5,4,5,5,4,2,1,2,4,1,6,1,3,7,4,4,3,2,4,4,1,4,1,3,4,Warrior Guild,53,2,5,1,4,6,3
female,CA,25,46000,4,4,5,4,3,3,6,2,5,3,4,1,3,2,3,4,5,4,5,3,5,7,2,2,7,6,7,3,3,3,4,5,2,5,5,6,4,4,4,3,Evercrest,38,2,3,5,1,4,6
male,TX,35,137000,6,4,2,3,5,5,4,7,1,2,3,3,5,4,2,1,4,7,1,5,2,4,4,2,6,5,3,3,4,3,7,6,7,4,3,3,2,3,3,2,Evercrest,80,3,1,4,2,6,5
female,PA,25,34000,3,3,5,3,5,5,5,7,4,4,6,6,4,6,2,3,2,4,4,1,1,4,4,1,2,3,5,6,4,2,3,1,2,3,5,2,5,4,3,3,Warrior Guild,40,5,1,3,6,4,2
female,WA,26,103000,4,7,3,4,6,5,5,7,3,3,7,7,5,6,6,6,5,3,3,6,3,3,7,2,1,3,3,6,4,4,4,2,3,7,4,4,4,7,5,6,Seraph Guardians,95,5,1,3,6,4,2
male,MA,42,269000,1,5,1,3,7,3,3,4,3,5,2,2,2,3,1,6,3,4,5,3,2,1,3,3,1,4,1,1,3,4,3,4,5,2,1,2,3,2,3,2,Warrior Guild,65,5,1,6,3,4,2
male,SC,25,58000,4,2,1,4,5,7,3,4,1,4,4,4,5,4,2,4,6,7,3,7,5,4,2,4,2,4,4,5,4,5,7,7,7,1,1,4,2,5,3,3,Evercrest,40,3,2,6,1,4,5
male,UT,18,12000,3,3,1,2,4,2,2,4,5,1,4,2,3,1,3,2,6,5,2,6,5,1,3,5,2,4,1,1,3,7,7,4,6,4,3,1,1,3,1,4,Evercrest,16,2,4,6,1,3,5
female,VA,25,60000,2,4,4,5,7,6,6,6,5,4,6,7,5,5,6,4,5,4,6,7,4,7,7,6,4,5,6,7,5,6,4,5,3,5,4,4,4,6,4,6,Evercrest,61,4,1,2,3,6,5
male,VA,22,50000,6,5,2,6,1,4,6,3,3,3,3,2,4,3,6,4,4,2,3,5,5,6,4,3,5,2,6,5,4,5,3,2,1,4,5,7,2,5,2,4,Seraph Guardians,45,3,1,6,4,2,5
male,IL,19,12000,5,4,2,4,1,1,4,1,4,4,3,4,3,3,3,2,4,3,4,4,4,4,2,4,3,3,5,4,3,4,2,4,3,3,4,5,2,2,2,4,Warrior Guild,22,1,3,6,4,2,5
male,AL,20,18000,4,3,6,4,5,6,4,7,5,2,6,2,5,2,1,2,4,4,3,6,4,4,4,5,3,3,6,4,3,5,3,3,3,1,1,1,5,4,6,2,Seraph Guardians,44,2,1,4,3,6,5
female,GA,19,12000,6,2,5,6,2,4,6,3,5,1,3,6,5,3,3,2,5,3,4,4,3,7,4,4,5,3,6,4,5,3,1,5,3,2,2,5,7,6,6,4,Seraph Guardians,26,1,2,4,3,5,6
male,GA,29,73000,2,2,3,2,7,7,2,7,3,4,2,4,4,5,6,2,2,3,7,2,3,1,5,3,2,7,2,5,6,3,3,4,3,7,6,4,4,1,3,4,Warrior Guild,57,4,3,1,5,6,2
female,OK,30,57000,4,4,4,7,3,3,5,3,5,4,3,3,3,4,2,6,3,2,1,4,4,5,3,2,4,3,3,4,3,3,1,1,1,3,2,6,6,3,5,4,Warrior Guild,52,5,1,4,6,2,3
female,TX,19,15000,4,2,3,4,7,7,5,7,1,2,2,5,4,4,3,4,3,5,5,5,3,7,6,2,4,4,7,4,3,7,5,6,5,6,3,6,1,2,1,5,Evercrest,33,5,1,2,3,6,4
male,CA,31,83000,6,2,1,4,1,2,5,3,4,5,3,6,4,7,1,2,5,6,2,4,4,4,6,2,4,3,3,5,4,3,4,5,5,4,3,6,2,3,1,3,Warrior Guild,71,3,1,5,2,4,6
female,TN,28,61000,6,5,1,6,2,3,6,4,1,6,1,3,3,2,5,6,3,3,3,2,4,6,1,3,7,4,5,2,5,3,4,2,3,5,3,5,1,2,1,5,Warrior Guild,41,6,1,5,4,2,3
female,NJ,28,91000,3,6,5,3,6,5,5,4,4,5,5,4,4,3,6,6,6,3,5,5,4,4,4,2,4,5,5,4,6,6,2,2,4,6,5,3,2,6,2,5,Seraph Guardians,81,4,1,5,6,3,2
female,PA,25,38000,6,3,6,6,2,4,5,2,2,3,5,3,1,2,3,5,5,3,5,4,3,4,1,2,6,5,6,1,3,3,2,1,3,5,5,7,5,4,3,5,Seraph Guardians,41,3,1,4,5,2,6
male,CT,18,15000,4,3,5,4,6,6,3,6,4,2,1,5,4,7,3,4,2,2,4,4,6,1,4,4,1,7,2,4,4,2,4,4,2,4,3,2,5,2,6,2,Warrior Guild,18,3,4,1,5,6,2
